win,hero1,kda1,money1,output1,intake1,hero2,kda2,money2,output2,intake2,hero3,kda3,money3,output3,intake3,hero4,kda4,money4,output4,intake4,hero5,kda5,money5,output5,intake5,all_money_a,all_kill_a,all_tower_a
0,Lv Bu,4/3/5,11625,41499,103202,Zhou Yu,1/3/8,13370,90956,43310,Gongsun Li,3/2/6,16073,66218,58351,Lanlingwang,3/5/4,9370,42029,69789,Lian Po,0/4/6,7783,28710,147533,58221,11,2
1,Tachibana Ukyo,3/0/7,15152,66712,72400,Baili Shouyue,9/1/5,15056,120409,53968,Jiang Ziya,2/1/14,12029,120454,29951,Zhao Yun,3/3/9,13316,44524,104569,Dun Shan,0/6/9,8043,12983,97209,63596,17,8
1,Guan Yu,2/2/7,10213,37499,73757,Xishi,5/1/7,9598,94921,23560,Di Renjie,5/1/7,11978,87212,35043,Pangu,2/2/6,8555,39696,58100,Zhang Fei,1/2/12,7224,17954,91812,47568,15,5
0,Yào,6/1/0,12043,54490,63019,Sun Shangxiang,1/3/7,10388,74928,43559,Wu Zetian,0/3/4,8546,47105,32822,Xiahou Dun,1/4/3,6782,35167,93684,Taiyi Zhenren,0/4/3,5734,12999,78591,43493,8,3
0,Yào,3/2/4,12976,59004,65054,Sima Yi,5/4/2,10706,54512,71555,Marco Polo,1/2/3,12682,86566,41774,Sun Ce,0/3/3,7753,24899,67893,Bull Demon,0/3/6,7487,27118,97801,51604,9,5
1,Ma Chao,4/0/6,13549,59678,55800,Genghis Khan,3/2/7,13990,79229,46542,Mai Shiranui,6/2/8,11624,84319,47258,Pangu,1/2/9,10911,44597,82035,Zhang Fei,0/3/10,7657,28215,92922,57731,14,9
1,Liu Bang,5/6/15,25418,92881,348804,Ma Chao,3/10/9,31277,144825,284686,Wang Zhaojun,6/3/13,28890,239693,141930,Naklulu,13/4/8,32535,145705,208505,Taiyi Zhenren,1/7/15,22765,67028,401082,140885,28,9
0,Li Xin,7/5/15,37474,232552,191370,Xishi,6/2/19,29689,299603,96844,Yu Ji,12/2/13,35828,386651,123858,Yang Jian,4/9/8,22489,102195,259798,Dun Shan,1/10/22,19634,34254,309582,145114,30,5
0,Lv Bu,1/4/4,10872,26885,101541,Li Xin,2/3/4,12815,59853,81142,Wu Zetian,2/2/4,11230,78275,35049,Baili Shouyue,3/5/5,12521,80091,44984,Su Lie,4/3/5,8982,24020,136593,56420,12,2
1,Laofuzi,2/1/5,14155,63155,70329,Wang Zhaojun,7/0/7,14851,115248,51753,Di Renjie,4/1/7,15978,100086,74104,Lanlingwang,4/7/9,10921,51787,68471,Guiguzi,0/3/12,8382,23455,85342,64287,17,7
1,Kuangtie,5/2/6,9880,41344,86488,Guan Yu,3/0/6,11351,30757,54593,Shen Mengxi,2/1/11,10367,90324,24440,Pei Qinhu,8/0/7,10972,67965,78578,Jiang Ziya,0/4/14,6269,35705,33215,48839,18,8
0,Zhu Bajie,0/3/1,7858,19709,82280,Zhang Liang,3/4/2,7815,45982,38340,Sun Shangxiang,3/2/4,12156,71735,53949,Zhao Yun,1/2/3,7005,30408,57287,Taiyi Zhenren,0/7/5,5678,10501,67902,40512,7,0
1,Guan Yu,2/6/2,21177,107704,188350,Gongsun Li,7/2/10,21370,227223,110466,Diao Chan,2/1/18,20273,252434,145513,Xiang Yu,8/2/9,18664,102811,195828,Bull Demon,1/1/16,14432,58016,207827,95916,20,8
0,Xiahou Dun,1/5/5,17278,98946,310677,Marco Polo,3/3/4,22149,208251,135365,Yuan Ge,5/0/6,21888,234849,100658,Da Mo,2/5/3,21724,77520,159269,Guiguzi,1/7/7,13091,63611,164535,96130,12,7
1,Guan Yu,4/1/7,10841,57491,73426,Marco Polo,3/1/6,9015,57087,34004,Yuan Ge,3/0/4,9143,64851,35549,Bai Qi,2/0/10,8162,47984,87253,Cai Wenji,1/2/9,5796,12314,52665,42957,13,7
0,Dun Shan,0/3/2,7353,26007,64949,Naklulu,3/3/0,8190,42143,44363,Baili Shouyue,0/1/1,8197,61872,26575,Da Mo,1/2/0,8358,56496,59945,Su Lie,0/4/4,4857,25056,93294,36955,4,3
0,Hua Mulan,4/2/2,8878,39400,47577,Gongsun Li,2/3/4,9191,52220,47447,Yuan Ge,1/3/3,8247,77396,34056,Da Mo,0/2/2,7284,34911,50024,Taiyi Zhenren,0/4/1,4984,16687,80609,38584,7,1
1,Dian Wei,7/1/1,11855,57526,59971,Marco Polo,4/2/5,8755,55086,42656,Yang Yuhuan,3/0/10,10126,57133,41736,Bai Qi,0/1/4,7316,29398,74260,Zhuang Zhou,0/3/12,5827,34491,77528,43879,14,7
0,Xiahou Dun,2/6/7,11808,91034,209324,Yuan Ge,3/2/9,14919,196817,57729,Guan Yu,5/4/5,15164,96711,122053,Guiguzi,1/3/7,10099,38080,115721,Marco Polo,1/4/5,17211,62951,85152,69201,12,6
1,Da Mo,8/2/6,17094,86511,146838,Baili Xuance,3/3/11,14611,57167,121966,Wu Zetian,4/1/11,16039,196933,42362,Laofuzi,2/3/11,13000,75540,153193,Zhuang Zhou,2/3/11,10594,69751,145285,71338,19,9
0,Zhu Bajie,1/4/12,10768,40789,182410,Chang'e,7/0/4,15649,118119,166885,Tachibana Ukyo,0/2/10,16297,67492,78152,Yu Ji,6/2/5,16219,113401,62691,Sun Bin,0/1/14,10502,58188,67803,69435,14,7
1,Zhou Yu,3/3/5,16242,130501,63653,Kuangtie,1/3/5,14592,61903,173013,Naklulu,3/3/5,16682,90119,110009,Gongsun Li,2/1/3,16953,115078,81866,Daqiao,0/4/9,11053,78835,83923,75522,9,8
0,Bai Qi,1/4/2,8906,24048,120057,Lanlingwang,4/3/3,10679,34889,49238,Xishi,0/2/9,9943,70917,24558,Sun Shangxiang,6/2/3,13774,96325,69772,Zhang Fei,0/2/9,8030,18765,119667,51332,11,2
1,Ma Chao,2/0/4,14704,68656,61941,Yu Ji,5/0/7,14927,133475,46412,Jiang Ziya,3/2/7,8989,93045,21197,Zhao Yun,3/6/2,8590,18334,71050,Taiyi Zhenren,0/3/5,8047,15816,99376,55257,13,6
0,Guan Yu,2/2/0,6870,34958,51671,Zhao Yun,0/2/3,5530,24442,55379,Shangguan Wan'er,2/3/1,6710,61231,48112,Gongsun Li,0/1/3,8388,55360,20357,Lian Po,0/4/3,4385,25985,73437,31883,4,1
1,Yào,3/1/3,9319,46353,46197,Pei Qinhu,3/1/6,10348,44109,61922,Zhou Yu,3/0/7,8829,86568,27521,Bai Qi,2/1/4,7561,23899,73221,Master Luban,1/1/9,5992,14968,51952,42049,12,8
0,Ma Chao,1/2/0,8281,31283,39400,Zhu Bajie,0/3/0,6142,21552,89197,Yang Yuhuan,0/2/0,8125,30114,42905,Pei Qinhu,0/1/0,9195,34939,46030,Sun Bin,0/2/0,5139,35777,53444,36882,1,1
1,Laofuzi,2/0/5,9812,37875,40505,Marco Polo,2/0/5,10644,60640,34110,Wang Zhaojun,2/0/6,8665,81778,25601,Yang Jian,4/0/4,9455,33400,56971,Su Lie,0/1/5,5753,24570,71581,44329,10,7
0,Zhu Bajie,0/2/3,9814,23688,107525,Pangu,1/4/4,10777,48665,86369,Marco Polo,2/2/3,12465,68340,50039,Bian Que,3/2/3,10986,50818,50080,Zhang Fei,0/2/3,7019,13503,128728,51061,6,2
1,Naklulu,3/0/5,13845,84953,49026,Tachibana Ukyo,2/2/2,13237,53386,64072,Bull Demon,0/3/7,7341,35300,80658,Laofuzi,1/1/3,11195,32965,54554,Shangguan Wan'er,6/0/6,12338,149806,34952,57956,12,8
0,Hua Mulan,2/2/4,10837,41388,51155,Lanlingwang,1/4/5,6386,27019,60833,Marco Polo,2/2/0,10485,44694,44442,Shen Mengxi,2/3/4,9822,64578,42082,Zhang Fei,2/2/0,5708,7964,103694,43238,9,0
1,Naklulu,3/1/7,13112,52292,61404,Laofuzi,2/2/5,11046,25865,56158,Jiang Ziya,1/2/5,6278,33418,33209,Guan Yu,5/2/3,11283,73732,59971,Baili Shouyue,2/2/4,10497,86286,32636,52216,13,8
1,Sun Ce,3/3/8,12855,45640,113597,Pangu,2/2/7,15500,86766,119528,Marco Polo,10/3/7,18366,182440,81701,Wang Zhaojun,5/3/14,16633,199686,61770,Zhang Fei,1/4/14,9140,32362,150397,72494,21,8
0,Pei Qinhu,6/3/4,16101,85271,88826,Tachibana Ukyo,4/6/4,13520,87779,117089,Taiyi Zhenren,0/4/8,9256,22434,147903,Lv Bu,3/3/6,12855,87540,171438,Yang Yuhuan,2/5/10,16062,134536,98432,67794,15,2
1,Guan Yu,5/3/3,13478,107260,87426,Shen Mengxi,2/2/6,12173,208547,32621,Pei Qinhu,2/1/3,15314,116462,118850,Pangu,2/2/6,12164,128052,107319,Taiyi Zhenren,0/1/5,10304,28412,124537,63433,11,9
0,Marco Polo,1/3/4,11500,82043,79627,Yunzhongjun,2/4/3,10150,45640,71631,Zhang Fei,0/3/7,6874,23054,176206,Lv Bu,3/1/3,10158,62075,151580,Chang'e,3/0/5,12865,119996,170700,51547,9,2
1,Cao Cao,2/1/6,12787,57167,88377,Mai Shiranui,5/2/8,10923,91151,45925,Baili Xuance,4/1/4,13316,41446,71688,Lv Bu,4/1/7,12207,69851,103719,Bull Demon,1/1/8,7952,24880,76460,57185,16,9
0,Pei Qinhu,0/4/3,10349,49799,74653,Tachibana Ukyo,3/3/2,9647,52127,51312,Taiyi Zhenren,0/3/3,6977,14787,73169,Li Xin,1/5/1,10807,51353,108680,Yingzheng,2/1/3,12769,120225,29435,50549,6,3
0,Lv Bu,3/3/0,8392,36807,102428,Wang Zhaojun,1/4/5,7760,50095,51698,Marco Polo,4/4/3,9262,67553,36784,Pangu,2/5/4,7231,46696,67135,Lian Po,0/5/4,5479,17667,87185,38124,10,1
1,Yunzhongjun,4/3/11,10059,47252,63636,Tachibana Ukyo,8/1/4,12923,64336,52887,Taiyi Zhenren,3/3/15,7594,19784,69150,Laofuzi,0/3/8,8422,21175,62357,Yingzheng,6/0/11,12826,155522,41021,51824,21,7
1,Yunzhongjun,6/1/6,12759,68542,57563,Bull Demon,3/1/7,7387,23889,53565,Shen Mengxi,2/2/5,11115,116534,19569,Guan Yu,2/2/3,11577,33467,59406,Laofuzi,1/3/7,11171,45974,61647,54009,14,6
0,Baili Xuance,2/2/6,11518,28704,66610,Tachibana Ukyo,2/5/1,9852,39054,60901,Guiguzi,1/3/5,6055,11666,57600,Zhu Bajie,1/1/3,9004,29410,93829,Mai Shiranui,3/3/4,10257,51359,54396,46686,9,1
0,Marco Polo,8/3/0,16095,126129,56905,Lian Po,1/4/8,8120,25877,129803,Shangguan Wan'er,3/5/4,11721,53687,47913,Kai,1/4/7,13646,52407,91310,Tachibana Ukyo,1/4/8,11784,35604,87854,61366,14,2
1,Pei Qinhu,8/2/6,16839,104063,92149,Pangu,4/4/9,13037,55424,81549,Guiguzi,2/3/13,9351,19940,65987,Laofuzi,1/2/8,13505,43025,82805,Mai Shiranui,5/3/7,12096,134369,61310,64828,20,9
0,Tachibana Ukyo,2/5/2,6474,38426,43472,Chang'e,1/2/5,6996,44507,59745,Baili Xuance,2/4/2,8101,19214,40708,Lv Bu,2/2/2,6164,30615,51461,Toho Taiichi,0/5/6,4254,30209,67033,31989,7,1
1,Marco Polo,4/0/9,10094,64838,30127,Yunzhongjun,7/1/3,9810,35380,35604,Guiguzi,1/3/9,4868,29440,48851,Zhu Bajie,3/0/6,7811,34353,69416,Mai Shiranui,3/3/8,7131,71156,45582,39714,18,7
0,Gongsun Li,0/2/0,7579,23285,36758,Yingzheng,0/2/0,8269,55105,29956,Pangu,0/1/1,8223,39184,56773,Zhu Bajie,1/3/0,5936,17328,77404,Sun Bin,0/0/0,5371,37027,42772,35378,1,0
1,Pei Qinhu,2/1/5,11281,32007,61381,Tachibana Ukyo,2/0/3,11241,53804,36723,Taiyi Zhenren,1/0/7,6775,15670,58634,Lv Bu,0/0/4,9960,27554,66093,Yang Yuhuan,3/0/3,10831,82983,40202,50088,8,8
0,Guan Yu,3/4/5,14312,79828,133544,Lv Bu,4/3/3,15394,104406,166171,Pei Qinhu,3/3/9,14848,128927,127842,Wang Zhaojun,3/3/8,14500,171171,95813,Guiguzi,0/3/10,10625,40985,140824,69679,13,6
1,Marco Polo,6/2/7,17910,162864,78921,Sun Ce,2/6/11,13732,58480,140808,Zhang Fei,2/2/11,10143,34829,213265,Zhu Bajie,0/2/12,13117,77730,169994,Yingzheng,6/1/6,16497,233244,56898,71399,16,9
1,Ma Chao,8/1/6,11755,41212,42368,Shen Mengxi,3/1/12,9484,87122,23679,Naklulu,4/1/4,13045,42604,47467,Daqiao,1/4/13,6618,12704,35049,Zhong Wuyan,1/1/11,8367,26126,66790,49269,17,8
0,Meng Tian,1/2/3,7724,38794,50624,Pangu,2/3/3,7654,28120,43565,Gongsun Li,1/5/5,8880,40159,45431,Cai Wenji,1/4/7,5530,14710,59820,Mai Shiranui,3/3/3,6974,30265,37454,36762,8,1
1,Di Renjie,3/1/6,17650,139585,58810,Xishi,1/1/7,11585,74212,30029,Jing,4/2/7,16288,65937,87872,Master Luban,0/1/8,8934,21937,75894,Nezha,3/4/3,14044,35727,80574,68501,11,8
0,Lv Bu,0/2/7,10390,29202,123467,Lanlingwang,7/3/0,14996,41250,47946,Marco Polo,1/1/6,14893,91536,50196,Bull Demon,1/3/4,7634,16692,101979,Mozi,0/2/4,12044,66907,68525,59957,9,3
1,Guan Yu,5/0/4,10788,47572,34258,Diao Chan,5/1/3,12929,98169,62352,Tachibana Ukyo,3/0/4,15023,46720,64607,Sun Bin,0/0/9,7693,24707,32893,Lian Po,0/0/5,10036,36263,83123,56469,13,9
0,Zhu Bajie,0/1/0,6604,14753,63146,Naklulu,0/5/1,8694,14126,48137,Meng Ya,1/3/0,11234,78215,50101,Zhang Fei,0/2/1,5756,10650,83683,Zhou Yu,0/2/1,7249,48746,32201,39537,1,1
0,Marco Polo,0/0/7,18781,190568,115339,Zhang Liang,3/3/4,10142,78550,56642,Pei Qinhu,4/4/3,20225,54224,98975,Yáo,0/3/7,10195,39056,72888,Lv Bu,1/5/6,11091,36694,167221,70434,8,6
1,Lian Po,2/2/9,12232,44577,171822,Jing,4/2/5,17866,56988,83852,Houyi,7/1/4,18742,164732,63827,Jiang Ziya,2/1/8,12391,171550,37578,Taiyi Zhenren,0/2/8,11113,14126,116113,72344,15,8
1,Marco Polo,1/3/8,13022,97140,61668,Zhang Liang,2/4/6,9030,56879,39614,Pei Qinhu,4/3/4,16597,68134,116972,Zhang Fei,1/0/8,9251,21466,109882,Kuangtie,2/4/7,10848,46908,158266,58748,10,6
0,Yào,5/2/4,14887,53074,72953,Zhou Yu,1/3/7,12779,111304,44985,Gongsun Li,4/2/8,14746,119884,66932,Lian Po,2/3/8,9909,51984,134322,Daqiao,2/1/8,8298,33118,42535,60619,14,6
1,Ma Chao,5/2/3,10330,43218,38059,Jiang Ziya,0/0/8,8357,60753,3373,Jing,3/0/5,11700,35454,40806,Guiguzi,0/1/9,5667,7343,31415,Lv Bu,2/1/2,7758,18209,39467,43812,10,7
0,Zhu Bajie,0/1/2,6521,16271,63232,Zhang Liang,2/3/1,5756,13887,21048,Huang Zhong,1/2/0,9554,32560,27894,Naklulu,1/2/3,7542,15512,32974,Liu Bang,0/2/2,5124,7295,38884,34497,4,1
1,Di Renjie,8/3/9,17996,204761,96536,Wang Zhaojun,3/2/16,14547,117877,62755,Luna,4/5/7,17589,83280,152793,Master Luban,2/1/17,10787,39835,109203,Bai Qi,5/1/9,11550,73556,189265,72469,22,9
0,Lv Bu,0/6/8,10128,54755,160571,Mai Shiranui,3/7/2,13140,121691,73194,Sun Shangxiang,5/2/2,18788,168847,89673,Agudo,4/4/4,12087,101903,143072,Zhang Fei,0/3/8,9225,28889,172949,63368,12,3
1,Sun Shangxiang,8/4/5,19208,111360,104125,Xishi,4/2/12,14256,117041,40385,Pei Qinhu,8/4/8,21006,102240,128792,Dun Shan,0/4/10,11267,14329,114111,Zhu Bajie,0/4/10,13390,41926,179744,79127,20,9
0,Zhao Yun,3/7/2,14320,57821,109514,Guan Yu,2/3/7,14243,43162,77751,Wang Zhaojun,4/1/8,15717,136115,48192,Marco Polo,7/2/8,19192,203837,89552,Bull Demon,2/7/12,9540,23639,148797,73012,18,4
1,Di Renjie,2/0/4,10395,36042,24854,Mai Shiranui,5/2/3,9711,76058,45632,Naklulu,2/0/3,11723,44547,48378,Master Luban,0/0/10,6231,13510,51630,Bai Qi,3/3/2,7800,10337,74934,45860,12,9
0,Agudo,2/5/2,6311,27927,69229,Ma Chao,1/2/0,8534,19501,33587,Yang Yuhuan,1/0/4,8387,37787,32855,Meng Ya,1/2/3,7746,49155,35740,Sun Bin,0/3/4,5007,30872,38956,35985,5,1
1,Ma Chao,5/1/5,12389,70270,62692,Zhang Liang,0/0/9,8015,30597,19630,Zhao Yun,4/1/6,14156,68758,71354,Sun Bin,1/0/11,7087,27783,34447,Lv Bu,3/0/9,8315,48948,109868,49962,13,9
0,Jing,2/0/0,11394,31173,56484,Lian Po,0/4/2,6059,29137,83319,Jiang Ziya,0/1/2,7893,92341,15324,Yu Ji,0/3/1,9466,71493,42788,Taiyi Zhenren,0/5/1,5339,10737,68702,40151,2,1
0,Di Renjie,3/5/11,18224,186641,109475,Zhang Liang,7/1/10,13381,118613,42382,Tachibana Ukyo,4/2/11,23018,113439,116172,Master Luban,2/6/12,9996,23094,146184,Xiang Yu,2/5/11,9790,53326,189886,74409,18,6
1,Bai Qi,1/7/11,12148,65699,175822,Dun Shan,1/6/13,10621,13879,140694,Wang Zhaojun,2/2/13,13541,116324,59072,Lanlingwang,5/2/12,18055,98158,114914,Gongsun Li,10/1/6,20854,210127,71304,75219,19,8
0,Meng Ya,2/2/0,13824,99579,65961,Xishi,1/2/1,10327,103005,31074,Naklulu,0/2/0,16362,44914,83139,Zhang Fei,0/3/1,7774,18880,141252,Lv Bu,1/6/1,8960,67148,121363,57247,4,3
1,Zhu Bajie,0/0/14,11446,72959,156347,Cai Wenji,0/0/12,8967,40703,81528,Zhang Liang,4/2/9,8939,66681,36686,Jing,6/1/5,16396,86272,84942,Di Renjie,5/1/7,15799,128822,55208,61547,15,7
0,Shen Mengxi,4/1/2,14151,243838,49712,Zhao Yun,5/4/3,18242,70504,114633,Marco Polo,0/2/6,13591,136354,82948,Sun Bin,0/2/9,9234,48925,63060,Lian Po,0/5/5,9548,73748,180628,64766,9,5
1,Laofuzi,3/2/9,12833,50073,119129,Taiyi Zhenren,0/1/10,10965,23992,162754,Mozi,2/2/10,11639,149659,103031,Agudo,2/2/12,12931,73798,161469,Sun Shangxiang,7/2/4,19060,127632,124075,67428,14,7
1,Shen Mengxi,1/1/6,13290,172991,22151,Luna,5/2/2,16638,107466,135474,Gongsun Li,1/1/5,15024,88010,52106,Daqiao,1/2/6,8303,38458,44771,Zhu Bajie,1/1/5,9516,43450,140938,62771,9,7
0,Lv Bu,0/1/4,10402,45690,128466,Pangu,1/3/5,12998,66805,122915,Xishi,2/2/5,10158,58643,57962,Sun Shangxiang,3/1/4,15406,87117,80794,Taiyi Zhenren,1/2/6,9564,16675,105447,58528,7,2
1,Zhang Liang,2/3/11,10229,38046,44453,Jing,5/2/11,17084,80290,103340,Sun Shangxiang,6/0/6,18177,88021,50935,Lian Po,1/5/11,8291,23938,106717,Nezha,4/3/8,11207,52448,63948,64988,18,8
0,Guan Yu,2/2/7,13633,55543,72313,Lanlingwang,6/3/5,12679,66584,73721,Jiang Ziya,2/4/6,10454,75606,39733,Di Renjie,3/3/6,13794,82438,55591,Dun Shan,0/6/9,8330,12684,80622,58890,13,1
1,Gongsun Li,5/3/4,13806,112592,52396,Dun Shan,0/2/7,7345,13226,58206,Zhou Yu,2/2/5,12373,98631,46469,Zhao Yun,1/4/7,13773,55194,81991,Lv Bu,5/3/4,11096,52183,103483,58393,13,6
1,Sun Shangxiang,9/0/3,19130,216426,77472,Zhang Fei,0/1/12,9723,29187,152303,Ganjiang Moye,3/0/7,16210,178336,34704,Yào,2/3/7,18962,123707,122347,Zhu Bajie,2/2/7,11162,30051,175072,75187,16,9
0,Naklulu,8/3/6,31087,185106,174781,Guiguzi,0/4/7,16451,49368,167729,Shen Mengxi,6/3/6,27217,576277,101457,Guan Yu,1/3/10,29171,126907,239694,Pangu,1/2/8,28725,138931,202682,132651,16,9
1,Zhu Bajie,3/2/6,20556,110421,409854,Tachibana Ukyo,4/5/4,30186,141649,204826,Pei Qinhu,5/4/9,26971,116727,229958,Chang'e,2/2/9,28633,183326,400928,Sun Bin,1/3/13,20147,87348,185668,126493,15,9
0,Baili Shouyue,4/4/7,18316,210058,81945,Sun Bin,0/3/11,11471,52969,109300,Shen Mengxi,4/2/9,18274,229758,71809,Lv Bu,2/4/2,18901,88079,236172,Lanlingwang,5/6/6,18554,66493,122221,85516,15,8
1,Sun Ce,4/2/8,18946,62852,177324,Tachibana Ukyo,5/2/3,21701,124218,151140,Gongsun Li,7/6/5,18773,127244,154771,Shangguan Wan'er,3/1/4,16882,126245,89929,Bull Demon,0/4/13,13222,30753,213162,89524,19,8
1,Yunzhongjun,6/1/6,12759,68542,57563,Bull Demon,3/1/7,7387,23889,53565,Shen Mengxi,2/2/5,11115,116534,19569,Guan Yu,2/2/3,11577,33467,59406,Laofuzi,1/3/7,11171,45974,61647,54009,14,6
0,Baili Xuance,2/2/6,11518,28704,66610,Tachibana Ukyo,2/5/1,9852,39054,60901,Guiguzi,1/3/5,6055,11666,57600,Zhu Bajie,1/1/3,9004,29410,93829,Mai Shiranui,3/3/4,10257,51359,54396,46686,9,1
0,Marco Polo,8/3/0,16095,126129,56905,Lian Po,1/4/8,8120,25877,129803,Shangguan Wan'er,3/5/4,11721,53687,47913,Kai,1/4/7,13646,52407,91310,Tachibana Ukyo,1/4/8,11784,35604,87854,61366,14,2
1,Pei Qinhu,8/2/6,16839,104063,92149,Pangu,4/4/9,13037,55424,81549,Guiguzi,2/3/13,9351,19940,65987,Laofuzi,1/2/8,13505,43025,82805,Mai Shiranui,5/3/7,12096,134369,61310,64828,20,9
1,Marco Polo,7/1/10,16310,171135,56262,Dun Shan,3/3/11,9734,14698,69970,Shen Mengxi,1/1/16,15580,200748,51153,Guan Yu,6/2/9,15832,78280,96381,Lanlingwang,9/5/6,13972,74745,96514,71428,26,9
0,Tachibana Ukyo,1/5/3,12744,41965,87867,Wang Zhaojun,5/5/2,13747,66346,93895,Baili Xuance,3/5/7,15861,64229,113519,Cao Cao,2/5/4,13076,65808,123633,Bull Demon,1/6/8,9041,21329,179778,64469,12,2
1,Di Renjie,6/0/2,16842,158417,59465,Bull Demon,0/1/11,7681,22909,89722,Shen Mengxi,5/0/4,14742,216687,42061,Guan Yu,1/1/8,13009,50674,93704,Pangu,0/0/10,11810,62218,89707,64084,12,9
0,Gongsun Li,1/3/1,13614,67414,76778,Jiang Ziya,0/1/1,11663,117477,63685,Tachibana Ukyo,0/4/0,11992,43577,96085,Zhu Bajie,0/3/0,9465,22729,161965,Zhang Fei,1/1/0,7059,23311,165576,53793,2,1
0,Bai Qi,0/4/2,10436,31355,120885,Tachibana Ukyo,2/2/3,16647,81488,81239,Pei Qinhu,4/2/0,13937,72972,81899,Wang Zhaojun,1/2/2,12364,76411,37660,Zhang Fei,0/5/2,7684,21501,135984,61068,7,5
1,Baili Xuance,8/1/6,16868,72215,62973,Guiguzi,0/0/11,8215,30382,39736,Zhou Yu,3/1/9,14948,140933,41176,Li Xin,1/2/4,16009,81689,125977,Lv Bu,3/4/9,13925,56671,121633,69965,15,7
0,Bai Qi,1/2/3,9086,26653,69065,Guan Yu,0/3/3,11213,47247,79249,Yunzhongjun,4/3/0,10396,33983,60264,Wang Zhaojun,1/1/2,9990,61075,20154,Jiang Ziya,0/3/5,7567,60987,29517,48252,6,2
1,Pei Qinhu,8/0/3,13573,72649,69236,Dun Shan,0/1/10,6870,16426,55696,Bian Que,3/0/6,12861,52131,49943,Pangu,1/2/3,12140,50993,77486,Sun Ce,0/3/7,10810,26932,66652,56254,12,7
1,Sun Shangxiang,5/0/2,14105,59021,54619,Sun Ce,2/3/4,11293,23935,58201,Li Xin,0/0/2,13056,66164,104978,Jiang Ziya,1/0/6,10082,66946,28344,Zhang Fei,1/1/7,8118,18563,110287,56654,9,9
0,Gongsun Li,1/1/3,11432,62629,33906,Dun Shan,0/3/3,5763,12386,54130,Shen Mengxi,1/2/1,10200,118702,35018,Lv Bu,0/1/0,10760,48288,103189,Tachibana Ukyo,2/2/1,9587,28852,63697,47742,4,2
0,Jiang Ziya,3/1/1,11592,121827,17103,Li Xin,2/5/2,12978,39299,98324,Kuangtie,1/4/6,12072,68620,125017,Pei Qinhu,4/4/3,11344,47474,81693,Su Lie,0/2/7,6978,24062,111555,54964,10,7
1,Yunzhongjun,4/2/6,13277,51738,56504,Dun Shan,0/2/12,6904,15434,76319,Bian Que,7/0/5,12822,140149,65877,Cao Cao,4/1/8,12976,83954,84315,Laofuzi,1/5/6,9523,39860,91078,55502,16,7
0,Yuan Ge,1/2/1,9717,36859,44630,Cao Cao,0/3/2,9626,40497,89853,Kuangtie,0/4/3,9750,39278,96957,Baili Xuance,1/3/1,9276,11551,40876,Jiang Ziya,3/3/2,6247,32523,40048,44616,5,3
1,Yunzhongjun,7/2/5,11392,74643,66761,Bull Demon,1/0/12,6743,11978,46760,Ganjiang Moye,3/0/6,11677,96453,17007,Tachibana Ukyo,4/2/5,12303,53451,49170,Guan Yu,0/1/7,10683,29464,55980,52798,15,6
1,Ma Chao,8/1/6,11755,41212,42368,Shen Mengxi,3/1/12,9484,87122,23679,Naklulu,4/1/4,13045,42604,47467,Daqiao,1/4/13,6618,12704,35049,Zhong Wuyan,1/1/11,8367,26126,66790,49269,17,8
0,Meng Tian,1/2/3,7724,38794,50624,Pangu,2/3/3,7654,28120,43565,Gongsun Li,1/5/5,8880,40159,45431,Cai Wenji,1/4/7,5530,14710,59820,Mai Shiranui,3/3/3,6974,30265,37454,36762,8,1
1,Di Renjie,3/1/6,17650,139585,58810,Xishi,1/1/7,11585,74212,30029,Jing,4/2/7,16288,65937,87872,Master Luban,0/1/8,8934,21937,75894,Nezha,3/4/3,14044,35727,80574,68501,11,8
0,Lv Bu,0/2/7,10390,29202,123467,Lanlingwang,7/3/0,14996,41250,47946,Marco Polo,1/1/6,14893,91536,50196,Bull Demon,1/3/4,7634,16692,101979,Mozi,0/2/4,12044,66907,68525,59957,9,3
1,Guan Yu,5/0/4,10788,47572,34258,Diao Chan,5/1/3,12929,98169,62352,Tachibana Ukyo,3/0/4,15023,46720,64607,Sun Bin,0/0/9,7693,24707,32893,Lian Po,0/0/5,10036,36263,83123,56469,13,9
0,Zhu Bajie,0/1/0,6604,14753,63146,Naklulu,0/5/1,8694,14126,48137,Meng Ya,1/3/0,11234,78215,50101,Zhang Fei,0/2/1,5756,10650,83683,Zhou Yu,0/2/1,7249,48746,32201,39537,1,1
0,Marco Polo,0/0/7,18781,190568,115339,Zhang Liang,3/3/4,10142,78550,56642,Pei Qinhu,4/4/3,20225,54224,98975,Yáo,0/3/7,10195,39056,72888,Lv Bu,1/5/6,11091,36694,167221,70434,8,6
1,Lian Po,2/2/9,12232,44577,171822,Jing,4/2/5,17866,56988,83852,Houyi,7/1/4,18742,164732,63827,Jiang Ziya,2/1/8,12391,171550,37578,Taiyi Zhenren,0/2/8,11113,14126,116113,72344,15,8
1,Marco Polo,1/3/8,13022,97140,61668,Zhang Liang,2/4/6,9030,56879,39614,Pei Qinhu,4/3/4,16597,68134,116972,Zhang Fei,1/0/8,9251,21466,109882,Kuangtie,2/4/7,10848,46908,158266,58748,10,6
